"Country Name","Country Code","Year","average_value_Adjusted net savings, excluding particulate emission damage (% of GNI)","average_value_Adjusted net savings, excluding particulate emission damage (current US$)","average_value_Adjusted savings: carbon dioxide damage (% of GNI)","average_value_Adjusted savings: carbon dioxide damage (current US$)","average_value_Adjusted savings: consumption of fixed capital (% of GNI)","average_value_Adjusted savings: consumption of fixed capital (current US$)","average_value_Adjusted savings: education expenditure (% of GNI)","average_value_Adjusted savings: education expenditure (current US$)","average_value_Adjusted savings: energy depletion (% of GNI)","average_value_Adjusted savings: energy depletion (current US$)","average_value_Adjusted savings: gross savings (% of GNI)","average_value_Adjusted savings: mineral depletion (% of GNI)","average_value_Adjusted savings: mineral depletion (current US$)","average_value_Adjusted savings: net forest depletion (% of GNI)","average_value_Adjusted savings: net forest depletion (current US$)","average_value_Adjusted savings: net national savings (% of GNI)","average_value_Adjusted savings: net national savings (current US$)","average_value_Agricultural methane emissions (% of total)","average_value_Agricultural nitrous oxide emissions (% of total)","average_value_Agricultural nitrous oxide emissions (thousand metric tons of CO2 equivalent)","average_value_Aquaculture production (metric tons)","average_value_Bird species, threatened","average_value_Capture fisheries production (metric tons)","average_value_Coal rents (% of GDP)","average_value_Energy related methane emissions (% of total)","average_value_Fish species, threatened","average_value_Forest rents (% of GDP)","average_value_Mammal species, threatened","average_value_Marine protected areas (% of territorial waters)","average_value_Methane emissions (% change from 1990)","average_value_Methane emissions (kt of CO2 equivalent)","average_value_Methane emissions in energy sector (thousand metric tons of CO2 equivalent)","average_value_Mineral rents (% of GDP)","average_value_Natural gas rents (% of GDP)","average_value_Nitrous oxide emissions (% change from 1990)","average_value_Nitrous oxide emissions (thousand metric tons of CO2 equivalent)","average_value_Nitrous oxide emissions in energy sector (% of total)","average_value_Nitrous oxide emissions in energy sector (thousand metric tons of CO2 equivalent)","average_value_Oil rents (% of GDP)","average_value_People practicing open defecation (% of population)","average_value_People using at least basic drinking water services (% of population)","average_value_People using at least basic sanitation services (% of population)","average_value_Plant species (higher), threatened","average_value_Population living in areas where elevation is below 5 meters (% of total population)","average_value_Rural population living in areas where elevation is below 5 meters (% of total population)","average_value_Terrestrial and marine protected areas (% of total territorial area)","average_value_Terrestrial protected areas (% of total land area)","average_value_Total fisheries production (metric tons)","average_value_Total natural resources rents (% of GDP)","average_value_Urban population living in areas where elevation is below 5 meters (% of total population)"
"Arab World","ARB","1967","","","","","","","","","","","","","","","","","","","","","5610","","640424","","","","","","","","","","","","","","","","","","","","","","","","","646034","",""
"Armenia","ARM","1983","","","","","","","3.5","","","0","","","0","","","","","77.8326402431906","79.4883311864434","615.9704991","","","","","5.05591336145201","","","","","","1564.49","79.0992589485806","","","","774.9194","2.34905894212998","18.20331346","","","","","","","","","","","",""
"American Samoa","ASM","2002","","","","11282954.6535971","","","11.760709","","","0","","","0","","","","","","","","10","","6939","0","","","0","","","22.3227373907378","","","0","0","2458.15542038232","","","","0","","98.61375787","64.86771294","","","","","","6949","0",""
"Bulgaria","BGR","1976","","","","320984651.398459","","","4.3262412","","","27543852.4127763","","","31052398.4600273","","0","","","47.8214205545043","46.5923834156282","5528.591646","6250","","160894","","10.4600389529331","","","","","","12117.2","1267.46384000481","","","","11865.87","2.10465802369569","249.7359850363","","","","","","","","","","167144","",""
"Central African Republic","CAF","1975","","","0.110915645922058","417838.520097025","18.7359242260731","70581483.6688927","4.2","15822130.1406","","","","0","0","0","0","","","77.5865299376387","74.6699359549447","21002.5846269","5","","8044","","0.962830137180926","","10.4601226350467","","","","22510.2","216.734989539701","0","","","28127.23","0.126308354292264","35.527041321","","","","","","","","","","8049","10.4601226350467",""
"Central African Republic","CAF","1978","","","0.125104723481707","765363.824515434","16.3963702085384","100309470.831553","3","18353355.57","","","6.90933348","0","0","0","0","-9.487036729636","-58039652.8015532","77.7137045221742","74.9818828918589","21860.1109142","47","","13000","","0.984896314002199","","10.5583932563513","","","","23497.1","231.422071797411","0","","","29153.857","0.132864449671273","38.735111661","","","","","","","","","","13047","10.5583932563513",""
"Central Europe and the Baltics","CEB","2006","6.11953975579238","","1.94159387476336","","16.5338243693754","","4.43849505246599","","0.324445967491898","","20.6150033332569","0.130716419252185","","0.0033779990476656","","4.08117896388149","","31.294010751874","65.9512044471896","42710","103950","","594423.301757813","0.326348064179012","40.9404103884304","","0.215415953520579","","","-31.0127167429586","132070","54070","0.276924979161613","0.174184173902757","-32.9588822698463","64760","8.26127239036442","5350","0.201842771810016","0","98.8137891242019","90.2954410903552","","","","","","698373.301757813","1.19471594257398",""
"China","CHN","2016","25.3677802009226","2838223352219.83","3.17590743064141","355330051062.453","17.30620027406","1936269605262.65","1.79","200270570000","0.461154062834823","51595300012.1485","44.65504125","0.134088837829884","15002261442.921","0","0","27.3489305322287","3059880394737.35","","","357550","62318376","","16019262","0.413619945433841","","","0.10477693642641","","3.766775077","","1242150","743880","0.185154765828943","0.0888152681104434","","546990","","47440","0.254905625928507","0.592493964","92.31599823","86.08596623","","","","15.9392803086493","17.08","78337640","1.04727254172814",""
"Cameroon","CMR","1977","-2.97713058788912","-77703108.343906","0.286029877169996","7465379.79413688","10.8792702517587","283948953.570903","2.891943","75479712.3","0.0045983325235955","120016.478865843","5.31","0","0","0","0","-5.57844537819553","-145597424.370903","56.5699358804565","64.1855893401035","4984.511018","5","","70167","0","6.80772403493719","","5.47331007611107","","","","9451.52","643.433398706895","0","0","","7765.779","1.4281413494126","110.906301003","0.0744270659215477","","","","","","","","","70172","5.54773714203261",""
"Comoros","COM","2000","","","0.543717367131496","1906302.62606528","9.01938687540288","31622460.3543351","2.12572463112106","7452906.0345753","0","0","","0","0","1.258208473174","4411347.25786512","","","88.2352941176471","80","40","","","12003","0","11.7647058823529","","1.40300517568324","","","23.652992246007","170","20","0","0","22.3118716135414","50","0","0","0","0.662897755","90.94792798","29.20368931","","0.723716408","0.579134353","","","12003","1.40300517568324","0.144582055"
"Cuba","CUB","1977","","","1.00600339318118","140171736.110614","6.84566562023704","953842543.002788","6.4452018","898043815.769265","0.100196543640147","13960910.6385915","","0.10269772252454","14309413.0282702","0","0","","","75.1339621120762","80.1715564821889","6961.52554","1320","","183439","0","8.62577363500477","","0.153218810150579","","","","11978.1","1033.20379177451","0.472816375474934","0.0001796645660788","","8683.286","5.70995481853298","495.811707364","0.171244351646819","","","","","","","","","184759","0.79745920183841",""
"Cuba","CUB","1996","","","1.75276193280733","429856100.211333","8.87534099379246","2176633002.02263","4.9","1201700500","0.536099822184986","131475800.891757","","0.134416649339566","32965011.167282","0","0","","","70.0696055684455","88.1481481481482","3570","36354","","84548.796875","0","10.9822119102862","","0.210347589385867","","","-7.28231402492103","12930","1420","0.54055045575281","0.0009369360638318","-19.6474999840295","4050","8.14814814814815","330","0.612688995474945","","","","","","","","","120902.796875","1.36452397667745",""
"Cuba","CUB","1961","","","","","","","","","","","","","","","","","","","","","0","","30600","","","","","","","","","","","","","","","","","","","","","","","","","30600","",""
"Cayman Islands","CYM","1971","","","","125007.913174417","","","","","","","","","0","","","","","36.9912714602319","71.1848743848855","1.54083675433","","","0","","5.98090815277975","","","","","","12.5119","0.748325247167649","","","","2.1645564","12.7187902796157","0.275305389","","","","","","","","","","0","",""
"Dominican Republic","DOM","1962","","","","","","","","","","","","","","","","","","","","","","","1700","","","","","","","","","","","","","","","","","","","","","","","","","1700","",""
"Algeria","DZA","1970","","","0.840632382744215","39862440.0723037","8.72429661229952","413702538.731024","5.2305256","248029361.652717","6.03650498851438","286248571.06419","","0.0303426491357712","1438835.87836712","0.107290045105928","5087649.58521845","","","17.24203457828","61.7138029499144","1458.5591388","0","","24234","","71.5702655052552","","0.199223995756558","","","","12857.3","9202.00374680717","0.171412475437999","0.0268799422167698","","2363.4245","7.90262055758498","186.7724704","8.29605605798992","","","","","","","","","24234","8.69357247140124",""
"East Asia & Pacific","EAS","2002","12.0392705287806","","1.80876128544071","","18.3806558359911","","2.949113284071","","0.451533352318148","","29.7895431590788","0.049106416880804","","0.0093290237384479","","11.4088873230877","","47.8334310041711","80.1747987062143","582510","40939011.9660645","","37474963.1323242","0.0662472879582045","29.3816861433808","","0.157035873179163","","","11.8475334999735","1740540","511400","0.103156450456615","0.0889938062180974","19.0594011630616","726550","8.69313880668915","63160","0.472530256667852","6.57725022705852","82.8916018082662","63.288672783001","","","","","","78413975.4741211","0.887963674479932",""
"Egypt, Arab Rep.","EGY","2012","2.29431249750764","6255144763.8299","2.50733165532323","6835913805.1236","5.03562212950684","13728969105.2236","4.4111256","12026360502.072","7.20794418042241","19651522775.1782","13.18426999","0.334718444122605","912566324.502545","0.215479579519344","587477061.214153","8.14866075689522","22216264227.7764","","","14560","1017738","","354174","0","","","0.215454420569731","","","92.5535575362866","56000","14610","0.501480374640733","2.0111485694151","31.6949283161698","22630","","500","8.20636961437552","0.362394552","98.86391957","94.91066202","","","","","","1371912","10.9344529790011",""
"Euro area","EMU","2009","7.77802488020645","","0.528465314623463","","17.389959942803","","4.80367895717648","","0.0810491701542617","","20.9756801411203","0.0013438938684384","","0.000515896641078","","3.58572019831722","","","","124900","963262.086120605","","3456693.6809082","0.0213128597213421","","","0.0381209898979739","","","-19.0888653861921","311720","38450","0.0039100093894843","0.0767857161562347","-30.6363702721223","174250","","21420","0.0184210957877107","0.0054549107526262","99.7974985995155","98.9506175509269","","","","","","4419955.76660156","0.158550670952746",""
"Eritrea","ERI","1977","","","","","","","1.4906692","","","","","","0","","","","","74.8638509132584","92.9877308765558","846.051752","","","","","14.5252650156782","","","","","","1785.92","259.409612968","","","","909.8531","3.09632277232446","28.17198873","","","","","","","","","","","",""
"Estonia","EST","1998","","","","279284333.580578","","805761491.260254","5.5","","","638002.127655771","","","0","","0","","","58.4415584415584","89.8305084745763","1060","260","","121594","0","10.3896103896104","","1.58927294549069","","","-36.2374726709806","1540","160","0","0","-43.884634541153","1180","6.77966101694915","80","0.0136476302037557","","","","","","","","","121854","1.60292057569444",""
"Ethiopia","ETH","2001","","","1.03167349523927","84391608.4490819","5.88567047292392","481451932.518747","2.38","194685653.0052","0","0","","0.0890056700566674","7280725.62863347","15.4393899618085","1262952822.14984","","","65.9852967545275","86.5853658536585","23430","15","","15432","0","29.2271830733369","","18.021076779301","","","17.1305085127297","55770","16300","0.127735991159607","0","2.80584715000489","27060","10.19955654102","2760","0","74.02507493","19.71258531","3.086617094","","","","","","15447","18.1488127704606",""
"Fiji","FJI","1994","9.7599972202246","169741690.568937","0.630003874657573","10956757.5006846","10.1895241122891","177211838.270697","4.5664804","79418270.8822615","0","0","16.53516418","0.522119377453023","9080476.54194287","0","0","6.3456400723352","110360653.729303","81.3953488372093","94.7368421052632","360","184","","30116","0","8.13953488372093","","0.861031723666572","","","11.9357494714271","860","70","0.687235098168307","0","5.87849306199584","380","2.63157894736842","10","0","","","","","","","","","30300","1.54826682183488",""
"United Kingdom","GBR","2013","1.08763551235066","29653729662.9334","0.540367283688806","14732789769.4051","14.7743489248644","402813758827.074","5.37","146409828000","0.656125541901404","17888869224.6166","11.68853915","0.0000249598733464","680515.970865454","0","0","-3.08584670218578","-84133758827.074","","","23090","203263","","632373","0.0066156976078123","","","0.0061965061759038","","","","56720","8760","0.0000317777098233","0.177737727029319","","28310","","3660","0.572454254567434","0","99.9999985","99.11485603","","","","","","835636","0.763035963090293",""
"Ghana","GHA","1972","","","0.352238114534109","7345149.57046107","9.29026869787904","193728078.592376","4","83411184.28","0","0","","0.007446819547622","155287.009396651","0","0","","","53.0182009605256","73.3303420247581","2556.213593","142","","281189","0","19.2900490312769","","3.34865735360693","","","","5279.6","1018.43742865529","0.128650360060618","0","","3485.888","4.70774864826409","164.1068452","0","","","","","","","","","281331","3.47730771366755",""
"Equatorial Guinea","GNQ","1981","","","1.66627549529208","502328.634206455","12.0794931539779","3641579.86784791","1.5","452201.90385","0","0","","0","0","0","0","","","8.2484990789602","43.1536788277422","6.20531216","","","2500","0","57.1484892833367","","27.0020677469121","","","","91.5715","52.3317288640906","0","0","","14.379567","46.1224502378966","6.632208634","0","","","","","","","","","2500","27.0020677469121",""
"Guatemala","GTM","1984","0.65721953865324","60880875.4008238","0.325423520431953","30145282.7171171","7.52551336742738","697118412.803781","1.376748","127533675.608748","0.214065688980407","19829761.2470767","7.71","0","0","0.36767432122412","34059143.4399495","0.187635069289721","17381387.1962191","62.6143240625221","76.5164634321705","1649.543449","61","","2963","0","14.9059028023512","","0.489156192002596","","","","4484.55","668.462664122841","0","0","","2155.802","6.93401594000748","149.483654315","0.328762405770793","","","","","","","","","3024","0.817918597773389",""
"Hong Kong SAR, China","HKG","1984","","","0.600150711675018","196897484.328094","4.74603126343097","1557078244.06958","2.37732923475724","779954329.199903","0","0","","0","0","","","","","0","0","0","8356","","192036","0","4.89959210406331","","0.0015953492811659","","","","1164.09","57.0356617241906","0","0","","243.14757","32.9104847726835","80.021044","0","","","","","","","","","200392","0.0015953492811659",""
"Honduras","HND","2004","18.4863791172952","1555467128.05832","1.92941741150301","162343601.24577","5.50173451189241","462922843.151382","4.65973931999999","392076311.515205","0","0","21.27606827","0.0182765406919643","1537811.05973176","0","0","15.7743337494902","1327272228.84862","57.6923076923077","77.2908366533864","1940","27036","","17766","0","14.2011834319527","","1.14334492136519","","","23.3518323605397","6760","960","0.0273073731995335","0","15.5098392266534","2510","9.9601593625498","250","0","16.12573609","87.45225016","67.55327262","","","","","","44802","1.17065229456473",""
"Heavily indebted poor countries (HIPC)","HPC","1962","","","","","","","","","","","","","","","","","","","","","0","","851267","","","","","","","","","","","","","","","","","","","","","","","","","851267","",""
"IBRD only","IBD","1997","10.3620443102935","","3.07137905340478","","13.0230655346832","","3.4956603949258","","1.58247329298463","","24.7398579335753","0.140258248291498","","0.056297888843549","","11.7167923988921","","46.9989546824079","84.827208973867","1039040","29404883","","58381673.0265503","0.145359341125129","34.0104531759208","","0.509717435805271","","","14.7138484534519","4065750","1382780","0.270227848820712","0.296401145161574","19.4021812409557","1224890","6.92878544195805","84870","2.47376055320411","","","","","","","","","87786555.0266113","3.6954663241168",""
"Ireland","IRL","2011","8.26700827199666","15916471026.0752","0.551613560653659","1062021588.32649","17.0531796260842","32832486734.1","6.67","12841751000","0.0088839654401228","17104298.6618684","19.28052917","0.0698791081059969","134538246.836476","0","0","2.22738490619644","4288384159.9","","","8390","44266.3203125","","243466","0","","","0.0180730916670412","","","2.86601074294592","14400","270","0.0616065280330386","0.0142090392963252","-13.6755339518031","8870","","350","0","0","97.32507306","90.65576339","","","","","","287732.3125","0.093888658996405",""
"Japan","JPN","1984","","","0.627539624694178","8283523045.96314","18.2377692437094","240738554016.965","4.843854","63938872800","0.0060145747897479","79392387.2246722","","0.0011687177374401","15427074.1342097","0","0","","","61.5017339723788","27.6240296673396","9756.33767","1208031.5","","11616601","0.015614808430971","13.8167041933342","","0.0505993960679194","","","","74860","10343.18475913","0.0027031262949248","0.001906496762544","","35318.3","17.0186133766348","6010.6849282","0.0040880180050861","","","","","","","","","12824633","0.0749118455614454",""
"Kazakhstan","KAZ","1975","","","","","","","4.1","","","691182734.546438","","","0","","","","","33.6860180091625","82.3301480240557","17459.27533","","","","","62.0996733996494","","","","","","70525.5","43796.1051634698","","","","21206.418","5.89511492549095","1250.14271268","","","","","","","","","","","",""
"Kyrgyz Republic","KGZ","1997","-0.912564757392385","-15513600.8756705","5.46514047863117","92907388.1367298","12.6441358646191","214950309.698524","4.1338884","70276102.8","0.174436601378198","2965422.22342937","14.5","1.29215197746984","21966583.6169872","0","0","1.88527590008682","32049690.3014759","53.3854166666667","91.1290322580645","1130","168","","85","0.0114307034130686","20.5729166666667","","0.0234373683699569","","","-40.7068885568551","3840","790","1.5860597139614","0.0158903990469194","-47.2943153572045","1240","3.2258064516129","40","0.361871201091876","","","","","","","","","253","1.99868938588322",""
"Kiribati","KIR","2000","","","0.560546693833604","612740.129806697","5.21644263129353","5702154.29007026","6.1","6667981.1565","0","0","","0","0","0","0","","","0","","0","11188","","35446","0","0","","0.0295842847520383","","","25.9322017200784","20","0","0","0","25.1119663590838","0","","0","0","44.18583663","59.86543305","32.18528144","","20.570518704","18.83916698","","","46634","0.0295842847520383","1.731351724"
"Latin America & Caribbean (excluding high income)","LAC","1990","10.2834931794274","","0.985526397121206","","9.12427694901734","","3.36744834546761","","1.75712815569486","","19.0853328160618","0.284537474828282","","0.0178190054402809","","9.96105586704446","","76.5988328142481","89.0270755178601","218330","158195","","10502690.671875","0.0203243842416389","9.98457863384839","","0.523078994446505","","","","661420","66040","0.692083738394873","0.0660059115506424","","245240","3.62502038819116","8890","2.85611026000596","","","","","2.17590067649855","0.726397878049788","","","10660885.671875","4.15760328863962","1.44950279844877"
"Lao PDR","LAO","2020","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.48997195","85.21974318","79.48011751","","","","","","","",""
"Libya","LBY","2007","31.3199080558189","21391497202.1243","1.87980806305597","1283908907.06723","8.73704480560007","5967401602.22485","2.1374382","1459870290.6","22.5511050224043","15402404730.3021","62.3","0","0","0.0183408988016258","12526833.8815104","53.6317238400807","36630467382.7751","1.75628533622038","68.4491978609626","1280","240","","31926","0","96.5956934921208","","0.0235084940636557","","","5.11645392864175","83130","80300","0","1.25508191144119","-4.87011643782093","1870","27.807486631016","520","59.9960555813151","","90.32185879","91.1087708","","","","","","32166","61.27464598682",""
"Latin America & Caribbean","LCN","1966","","","","","","","","","","","","","","","","","","","","","335","","11507712","","","","","","","","","","","","","","","","","","","","","","","","","11508047","",""
"Lower middle income","LMC","2002","11.5516688963952","","3.74165023237135","","11.144921258242","","3.3129764519389","","2.88561611936652","","26.3373972122854","0.143516177248842","","0.183000980600394","","15.1924759540434","","53.9495732442258","77.5986518328511","520330","7098215.75976563","","21126559.2871094","0.236842906756955","26.3231388842615","","0.72778312990637","","","15.2184897288055","2040980","537250","0.247923108689002","0.678480582773604","7.84321457408628","670540","6.22632505145107","41750","4.4421169018152","40.870350039682","78.549706349969","35.9990233040644","","","","","","28224775.0371094","6.33314662994113",""
"Lithuania","LTU","2011","8.78718949554653","3717643037.0782","0.971240089171953","410907714.767195","13.666511289781","5781963682.85387","4.66591309823514","1974032692.71217","0.0954895092769115","40399255.0129073","18.85451728","0","0","0","0","5.18800599576026","2194917314.14613","","","3100","3279.61010742188","","138557","0","","","0.440263510851022","","","-34.983522809599","3680","400","0","0","-19.1943366348886","4140","","130","0.11901714476001","0","94.70960879","90.07956058","","","","","","141836.609375","0.559280655611032",""
"Luxembourg","LUX","1983","","","1.47177429560078","68957810.3387722","13.1031328331505","613927931.37707","3.1","145245920.308","0","0","","0","0","0","0","","","80.4847992256427","67.5073415270945","235.6536827","","","0","0","10.4573484673728","","0.047303810641","","","","917.838","95.9815180259652","0","0","","349.0786","9.95159458643412","34.73888706","0","","","","","","","","","0","0.047303810641",""
"Madagascar","MDG","1997","-2.1695353937914","-89669789.0350456","0.652322535288579","26961359.6945804","10.4909910356247","433606640.216662","1.9","78529532.016","0","0","7.074109512","0.0003313355492837","13694.5398029021","0","0","-3.41688152295353","-141224266.816662","88.5310734463277","95.6469165659008","7910","8582","","123161","0","9.49152542372881","","5.98331520039301","","","-2.89688429475712","17700","1680","0.0004100544450622","0","-11.72776333654","8270","2.6602176541717","220","0","","","","","","","","","131743","5.98372525483807",""
"Madagascar","MDG","1965","","","","","","","","","","","","","","","","","","","","","","","45300","","","","","","","","","","","","","","","","","","","","","","","","","45300","",""
"Maldives","MDV","1978","","","","114804.573677315","","","4.3","","","","","","0","","74681.1731069419","","","0.849318402050147","17.9165446740426","0.53875272","","","31769","","5.97907529279334","","","","","","17.1255","1.02394653926732","","","","3.0070124","3.11308303883283","0.093610793","","","","","","","","","","31769","",""
"Middle East & North Africa","MEA","1971","","","1.30185300437309","","6.93656907872131","","3.85291312843004","","5.1974048714582","","","0.021266561520772","","0.0868677777048038","","","","17.5653293241817","69.5188811449888","25226.0354189731","20831","","659696","0.0032335824089879","75.7385292591189","","0.367633896160263","","","","242013.6","183297.541247047","0.0534816986268545","0.0119026902278862","","36286.595819","6.44147992764292","2337.3937861058","15.7517716877418","","","","","","","","","680527","16.1880235551658",""
"Middle income","MIC","1966","","","","","","","","","","","","","","","","","","","","","1793162","","21490199","","","","","","","","","","","","","","","","","","","","","","","","","23283361","",""
"North Macedonia","MKD","1977","","","","","","","5","","","","","","0","","","","","71.1338640167173","82.8023751625855","680.850396","","","","","17.7089805551834","","","","","","1702.97","301.578626160606","","","","822.2595","3.81352711643952","31.357089","","","","","","","","","","","",""
"Middle East & North Africa (excluding high income)","MNA","2016","","","3.74205010851088","","11.2097747339377","","4.00094655388014","","3.36003178713802","","","0.088082984050941","","0.0803260406693372","","","","","","57520","1821033.09997559","","2938600.875","0.0012183875297008","","","0.095512320215369","","1.381625914031","","349060","179560","0.342246550994179","0.784275290252344","","98310","","10960","9.34403141538492","1.87250312824561","92.6269007900324","88.5001731281145","","","","6.02388459952074","7.17191158203136","4759634","10.5672839643765",""
"Montenegro","MNE","1983","","","","","","","","","","0","","","0","","","","","","","0","","","","","","","","","","","","0","","","","","","0","","","","","","","","","","","",""
"Mozambique","MOZ","1995","","","0.623314183166774","17045085.8255062","9.9194695460676","271256798.453083","3.8217871","104510198.685601","0.0023092295518923","63147.9548609421","","0.0093315607732337","255179.905353026","0","0","","","71.651376146789","92.351598173516","8090","36","","30396","0.024169228089753","10.8256880733945","","19.8331840544198","","","-9.13203255620528","10900","1180","0.0153072083719964","0.0000860961923348","-16.8428919236091","8760","6.16438356164384","540","0","","","","","","","","","30432","19.8727465870739",""
"Malawi","MWI","2010","3.86937369126082","265052097.851366","0.437110074357993","29942040.0935225","14.6220235069914","1001608610.22891","4.11","281535000","0.0448136388224886","3069734.25934047","18.7","0","0","3.8228104754286","261862517.566859","4.06410787986991","278391389.771089","","","2620","2631","","101548","0.0624136821200074","","","5.88073419366964","","","12.1455399061033","7190","5010","0","0","9.82468026500658","3150","","360","0","9.746005513","62.1485803","23.81352108","","0","0","","","104179","5.94314787578965","0"
"Nigeria","NGA","2007","9.48975409075753","25031788647.9775","0.924284921539018","2438051037.48798","10.8833352479613","28707735217.0149","0.85","2242104500","7.24742753485135","19117046928.6049","28.01540934","0.0017730488931446","4676895.1788699","0.318867862526272","841100081.735925","17.1321074585673","45190559090.9851","33.5221816785097","78.7364130434783","23180","85087","","530420","0.0003829656051512","58.2485116189745","","1.27506442530354","","","56.9891615827248","104140","60660","0.006235061205249","0.820700139116326","138.253474884436","29440","14.6059782608696","4300","14.4437349977771","23.79342858","54.79523439","32.38283617","","","","","","615507","16.5461175890073",""
"Nicaragua","NIC","2008","12.7496516829612","1055383859.71814","1.43117148421879","118468748.989584","5.83734815951128","483200889.271096","3.64000000000004","301309976.531204","0","0","16.96644639","0.0583683458786238","4831583.77111349","0.529906722910329","43864335.7812737","11.1290982359689","921238551.728904","77.5862068965517","89.8832684824903","2310","16078","","31446","0","11.6710875331565","","1.15700989642371","","","28.8392907250094","7540","880","0.0831860228192742","0","10.3579172989188","2570","6.6147859922179","170","0","11.25705383","80.93866812","64.96745909","","","","","","47524","1.24019591924299",""
"Netherlands","NLD","2006","15.5313672979156","114781308428.113","0.596845405336019","4410860630.60073","15.6992284682156","116021851156.369","4.32291281482142","31947579346.2466","0.511151677561243","3777559131.16408","28.01563092","0","0","0","0","12.3164515659914","91022148843.6308","58.1074168797954","53.1866464339909","7010","45553","","513331","0","10.5882352941176","","0.0021389924085816","","","-30.8035758678639","19550","2070","0","0.682380811712183","-25.2162476517363","13180","4.3247344461305","570","0.0460329035889673","0","100.0000015","97.89222389","","","","","","558884","0.730552707709732",""
"Netherlands","NLD","1975","18.4868835041585","18692827386.3948","0.615853096686086","622713700.183169","13.3793443179917","13528390213.6942","6","6066840000","0.613925887330079","620765021.714936","27.09722688","0.001131246922193","1143849.01290626","0","0","13.7177937350969","13870609957.3058","38.9295214563396","34.7637509961787","6991.1985602","112136","","238422","0","24.7161974273252","","0.0102560930748193","","","","25763.4","6367.7328079915","0.0018962855185195","0.986409491934823","","20110.599","2.20411623189344","443.26097689","0.0498784559584929","","","","","","","","","350558","1.04844032648665",""
"New Zealand","NZL","2006","7.80092680729481","8122246982.48729","0.786258404478986","818644388.159475","15.4199219506753","16055068535.8236","6.31","6569908900","0.445140184238924","463475508.427725","18.22030874","0.0781128065981332","81330273.1019103","0","0","2.80043820261086","2915788252.1764","84.1265149275791","96.772068511199","14690","107524","","476809","0.129067948932085","3.34023056458764","","0.489799223452467","","","4.22061864940204","33830","1130","0.148333005152897","0.205983568419967","23.8391690677079","15180","2.17391304347826","330","0.258401094671948","0","100.0000015","100.0000015","","","","","","584333","1.23158484062936",""
"Oman","OMN","1978","-12.9426269305284","-340015662.140654","1.54844117219221","40679087.2729953","6.32003227993067","166033524.101834","3.2","84067177.76","36.6943186065454","963996189.087039","28.42187254","0","0","0.0017074093354331","44855.3387846681","22.1018402575446","580637291.798166","1.56020550136188","43.8769716760755","139.74552217","0","","152000","0","97.7326907083363","","0.002182738008975","","","","12873.9","12582.0088691005","0","0.139320352991732","","318.494","32.7544358575044","104.32091294","50.7113818326697","","","","","","","","","152000","50.8528849236704",""
"Pacific island small states","PSS","1985","14.4064248104039","","0.614797537945032","","9.64685692770726","","5.42089478601397","","0","","19.4641455353311","0.21696104528886","","0","","9.8172886076238","","93.2089954653459","98.6929781394729","4378.567044944","857","","112148.99609375","0","1.41216050642605","","1.17162746383178","","","","3060.47166","43.2187720928818","0.723106314632162","0","","4436.553772606","0.329634409985067","14.624407852","0","","","","","","","","","113005.99609375","1.89473377846395",""
"South Asia","SAS","2020","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.3418196771663","90.785002899246","69.3329229411442","","","","","","","",""
"El Salvador","SLV","2006","11.3404569900407","1769111290.44634","1.07359350238923","167480586.37272","7.70426638236178","1201865555.64844","2.76","430560000","0","0","18","0","0","0.52629850982372","82102567.5325003","10.1803490022536","1588134444.35156","47.1910112359551","83.6879432624114","1180","3078","","43218","0","12.5842696629213","","0.543464476230742","","","19.524942572598","4450","560","0","0","8.28652304040096","1410","8.51063829787234","120","0","7.233322188","84.60455338","83.50737182","","","","","","46296","0.543464476230742",""
"Somalia","SOM","1982","","","0.738103689019429","5625875.07831199","","","0.991144636141377","7554569.89366653","0","0","","0","0","0","0","","","87.307593770877","94.6172579591001","3724.8761264","","","9030","0","8.49663967198439","","15.9634725527868","","","","12312.8","1046.17424953209","0","0","","3936.783","2.61560674997835","102.97076188","0","","","","","","","","","9030","15.9634725527868",""
"South Sudan","SSD","2008","","","","","","1181317522.62369","1.07046664867207","","","","","","0","","","","","53.2303676310637","99.4821092278719","21130","","","","","43.1585816837068","","0","","","","45970","19840","0","0","","21240","0","0","62.697021633982","","","","","","","","","","62.697021633982",""
"Sub-Saharan Africa","SSF","1994","7.15686375646126","","2.30573805103013","","11.7109586139322","","5.04968368963295","","2.50542135936363","","20.4810226167236","0.730774596459872","","1.12094992910945","","8.7700640027914","","56.6018917166747","68.6919151222133","255740","33322","","4374405.0625","0.807365291040303","23.7678075701913","","4.0168286215788","","","-5.56580972546449","601570","142980","1.32590064555236","0.0163958757054699","-12.2456127817998","372300","12.7048079505775","47300","2.89193313812544","","","","","","","","","4407727.0625","9.05842357200238",""
"Small states","SST","1972","","","1.82776838306359","","12.2474862960782","","3.45613807326435","","5.90972100701139","","","0.39829404236874","","0.100803368443915","","","","50.3675928034125","79.8652607672363","13538.5152357354","0","","928430","0","38.1387431453442","","1.37057982197463","","","","33295.522667","12698.493868867","2.72241755770609","0.0436637874365949","","16951.694774018","3.8902964539792","659.471180683","7.5265680083673","","","","","","","","","928430","11.6632291754846",""
